index,unk0,too_tall,unk2_0,hover,unk3
TSURE_POKE_ROTOM_HEAT,0,false,false,false,0
TSURE_POKE_ROTOM_WASH,0,false,false,false,0
TSURE_POKE_ROTOM_FROST,0,false,false,false,0
TSURE_POKE_ROTOM_FAN,0,false,false,false,0
TSURE_POKE_ROTOM_MOW,0,false,false,false,0
TSURE_POKE_UXIE,0,false,false,true,0
TSURE_POKE_MESPRIT,0,false,false,true,0
TSURE_POKE_AZELF,0,false,false,true,0
TSURE_POKE_DIALGA,0,true,false,false,0
TSURE_POKE_PALKIA,0,true,false,false,0
TSURE_POKE_HEATRAN,0,false,false,false,0
TSURE_POKE_REGIGIGAS,0,true,false,false,0
TSURE_POKE_GIRATINA,0,true,false,false,0
TSURE_POKE_GIRATINA_ORIGIN,0,true,true,true,0
TSURE_POKE_CRESSELIA,0,false,false,true,0
TSURE_POKE_PHIONE,0,false,false,false,0
TSURE_POKE_MANAPHY,0,false,false,false,0
TSURE_POKE_DARKRAI,0,false,false,true,0
TSURE_POKE_SHAYMIN,0,false,false,false,0
TSURE_POKE_SHAYMIN_SKY,0,false,true,true,0
TSURE_POKE_ARCEUS_NORMAL,0,true,true,true,0
TSURE_POKE_ARCEUS_FIGHTING,0,true,true,true,0
TSURE_POKE_ARCEUS_FLYING,0,true,true,true,0
TSURE_POKE_ARCEUS_POISON,0,true,true,true,0
TSURE_POKE_ARCEUS_GROUND,0,true,true,true,0
TSURE_POKE_ARCEUS_ROCK,0,true,true,true,0
TSURE_POKE_ARCEUS_BUG,0,true,true,true,0
TSURE_POKE_ARCEUS_GHOST,0,true,true,true,0
TSURE_POKE_ARCEUS_STEEL,0,true,true,true,0
TSURE_POKE_ARCEUS_MYSTERY,0,true,true,true,0
TSURE_POKE_ARCEUS_FIRE,0,true,true,true,0
TSURE_POKE_ARCEUS_WATER,0,true,true,true,0
TSURE_POKE_ARCEUS_GRASS,0,true,true,true,0
TSURE_POKE_ARCEUS_ELECTRIC,0,true,true,true,0
TSURE_POKE_ARCEUS_PSYCHIC,0,true,true,true,0
TSURE_POKE_ARCEUS_ICE,0,true,true,true,0
TSURE_POKE_ARCEUS_DRAGON,0,true,true,true,0
TSURE_POKE_ARCEUS_DARK,0,true,true,true,0
FOLLOWER_MON_LILLIPUP,0,false,false,false,0
FOLLOWER_MON_HERDIER,0,false,false,false,0
FOLLOWER_MON_STOUTLAND,0,false,false,true,0
FOLLOWER_MON_PURRLOIN,0,false,false,false,0
FOLLOWER_MON_LIEPARD,0,false,false,false,0
FOLLOWER_MON_TYMPOLE,0,false,false,false,0
FOLLOWER_MON_PALPITOAD,0,false,false,false,0
FOLLOWER_MON_SEISMITOAD,0,false,false,false,0
FOLLOWER_MON_SEWADDLE,0,false,false,false,0
FOLLOWER_MON_SWADLOON,0,false,false,false,0
FOLLOWER_MON_LEAVANNY,0,false,false,false,0
FOLLOWER_MON_YAMASK,0,false,false,false,0
FOLLOWER_MON_COFAGRIGUS,0,false,false,true,0
FOLLOWER_MON_TRUBBISH,0,false,false,false,0
FOLLOWER_MON_GARBODOR,0,false,false,true,0
FOLLOWER_MON_EMOLGA,0,false,false,false,0
FOLLOWER_MON_KARRABLAST,0,false,false,false,0
FOLLOWER_MON_ESCAVALIER,0,false,true,true,0
FOLLOWER_MON_FOONGUS,0,false,false,false,0
FOLLOWER_MON_AMOONGUSS,0,false,false,true,0
FOLLOWER_MON_JOLTIK,0,false,false,false,0
FOLLOWER_MON_GALVANTULA,0,false,false,false,0
FOLLOWER_MON_FERROSEED,0,false,false,false,0
FOLLOWER_MON_FERROTHORN,0,false,true,true,0
FOLLOWER_MON_KLINK,0,false,false,false,0
FOLLOWER_MON_KLANG,0,false,false,false,0
FOLLOWER_MON_KLINKLANG,0,false,true,true,0
FOLLOWER_MON_ELGYEM,0,false,false,false,0
FOLLOWER_MON_BEHEEYEM,0,false,false,true,0
FOLLOWER_MON_LITWICK,0,false,false,false,0
FOLLOWER_MON_LAMPENT,0,false,false,false,0
FOLLOWER_MON_CHANDELURE,0,false,true,true,0
FOLLOWER_MON_SHELMET,0,false,false,false,0
FOLLOWER_MON_ACCELGOR,0,false,false,false,0
FOLLOWER_MON_BOUFFALANT,0,false,false,true,0
FOLLOWER_MON_BUNNELBY,0,false,false,false,0
FOLLOWER_MON_DIGGERSBY,0,false,false,false,0
FOLLOWER_MON_FLETCHLING,0,false,false,false,0
FOLLOWER_MON_FLETCHINDER,0,false,false,false,0
FOLLOWER_MON_TALONFLAME,0,false,false,false,0
FOLLOWER_MON_LITLEO,0,false,false,false,0
FOLLOWER_MON_PYROAR,0,false,false,false,0
FOLLOWER_MON_ESPURR,0,false,false,false,0
FOLLOWER_MON_MEOWSTIC,0,false,false,false,0
FOLLOWER_MON_SYLVEON,0,false,false,false,0
FOLLOWER_MON_DEDENNE,0,false,false,false,0
FOLLOWER_MON_PHANTUMP,0,false,false,false,0
FOLLOWER_MON_TREVENANT,0,false,false,false,0
FOLLOWER_MON_PUMPKABOO,0,false,false,false,0
FOLLOWER_MON_GOURGEIST,0,false,false,false,0
FOLLOWER_MON_NOIBAT,0,false,false,false,0
FOLLOWER_MON_NOIVERN,0,false,false,false,0
FOLLOWER_MON_APPLIN,0,false,false,false,0
FOLLOWER_MON_FLAPPLE,0,false,false,false,0
FOLLOWER_MON_APPLETUN,0,false,false,false,0
FOLLOWER_MON_SIZZLIPEDE,0,false,false,false,0
FOLLOWER_MON_CENTISKORCH,0,false,false,false,0
FOLLOWER_MON_WYRDEER,0,false,false,false,0
FOLLOWER_MON_KLEAVOR,0,true,true,true,0
FOLLOWER_MON_URSALUNA,0,true,true,true,0
FOLLOWER_MON_ANNIHILAPE,0,false,false,false,0
FOLLOWER_MON_FARIGIRAF,0,false,false,false,0
FOLLOWER_MON_DUDUNSPARCE,0,false,false,false,0
FOLLOWER_MON_DIPPLIN,0,false,false,false,0
FOLLOWER_MON_HYDRAPPLE,0,false,false,false,0
FOLLOWER_MON_SLOWPOKE_GALARIAN,0,false,false,false,0
FOLLOWER_MON_SLOWBRO_GALARIAN,0,false,false,false,0
FOLLOWER_MON_VICTINI,0,false,false,false,0
FOLLOWER_MON_SNIVY,0,false,false,false,0
FOLLOWER_MON_SERVINE,0,false,false,false,0
FOLLOWER_MON_SERPERIOR,0,false,false,true,0
FOLLOWER_MON_TEPIG,0,false,false,false,0
FOLLOWER_MON_PIGNITE,0,false,false,false,0
FOLLOWER_MON_EMBOAR,0,false,false,true,0
FOLLOWER_MON_OSHAWOTT,0,false,false,false,0
FOLLOWER_MON_DEWOTT,0,false,false,false,0
FOLLOWER_MON_SAMUROTT,0,false,false,true,0
FOLLOWER_MON_PATRAT,0,false,false,false,0
FOLLOWER_MON_WATCHOG,0,false,false,false,0
FOLLOWER_MON_PANSAGE,0,false,false,false,0
FOLLOWER_MON_SIMISAGE,0,false,false,false,0
FOLLOWER_MON_PANSEAR,0,false,false,false,0
FOLLOWER_MON_SIMISEAR,0,false,false,false,0
FOLLOWER_MON_PANPOUR,0,false,false,false,0
FOLLOWER_MON_SIMIPOUR,0,false,false,false,0
FOLLOWER_MON_MUNNA,0,false,false,false,0
FOLLOWER_MON_MUSHARNA,0,false,false,true,0
FOLLOWER_MON_PIDOVE,0,false,false,false,0
FOLLOWER_MON_TRANQUILL,0,false,false,false,0
FOLLOWER_MON_UNFEZANT,0,false,false,true,0
FOLLOWER_MON_BLITZLE,0,false,false,false,0
FOLLOWER_MON_ZEBSTRIKA,0,false,false,false,0
FOLLOWER_MON_ROGGENROLA,0,false,false,false,0
FOLLOWER_MON_BOLDORE,0,false,false,false,0
FOLLOWER_MON_GIGALITH,0,false,true,true,0
FOLLOWER_MON_WOOBAT,0,false,false,false,0
FOLLOWER_MON_SWOOBAT,0,false,false,true,0
FOLLOWER_MON_DRILBUR,0,false,false,false,0
FOLLOWER_MON_EXCADRILL,0,false,false,false,0
FOLLOWER_MON_AUDINO,0,false,false,false,0
FOLLOWER_MON_TIMBURR,0,false,false,false,0
FOLLOWER_MON_GURDURR,0,false,false,false,0
FOLLOWER_MON_CONKELDURR,0,false,false,true,0
FOLLOWER_MON_THROH,0,false,false,false,0
FOLLOWER_MON_SAWK,0,false,false,false,0
FOLLOWER_MON_VENIPEDE,0,false,false,false,0
FOLLOWER_MON_WHIRLIPEDE,0,false,false,false,0
FOLLOWER_MON_SCOLIPEDE,0,false,false,true,0
FOLLOWER_MON_COTTONEE,0,false,false,false,0
FOLLOWER_MON_WHIMSICOTT,0,false,false,false,0
FOLLOWER_MON_PETILIL,0,false,false,false,0
FOLLOWER_MON_LILLIGANT,0,false,false,false,0
FOLLOWER_MON_BASCULIN,0,false,false,false,0
FOLLOWER_MON_SANDILE,0,false,false,false,0
FOLLOWER_MON_KROKOROK,0,false,false,false,0
FOLLOWER_MON_KROOKODILE,0,false,false,true,0
FOLLOWER_MON_DARUMAKA,0,false,false,false,0
FOLLOWER_MON_DARMANITAN,0,false,false,false,0
FOLLOWER_MON_MARACTUS,0,false,false,false,0
FOLLOWER_MON_DWEBBLE,0,false,false,false,0
FOLLOWER_MON_CRUSTLE,0,false,false,true,0
FOLLOWER_MON_SCRAGGY,0,false,false,false,0
FOLLOWER_MON_SCRAFTY,0,false,false,false,0
FOLLOWER_MON_SIGILYPH,0,false,false,false,0
FOLLOWER_MON_TIRTOUGA,0,false,false,false,0
FOLLOWER_MON_CARRACOSTA,0,false,false,true,0
FOLLOWER_MON_ARCHEN,0,false,false,false,0
FOLLOWER_MON_ARCHEOPS,0,false,false,false,0
FOLLOWER_MON_ZORUA,0,false,false,false,0
FOLLOWER_MON_ZOROARK,0,false,false,false,0
FOLLOWER_MON_MINCCINO,0,false,false,false,0
FOLLOWER_MON_CINCCINO,0,false,false,false,0
FOLLOWER_MON_GOTHITA,0,false,false,false,0
FOLLOWER_MON_GOTHORITA,0,false,false,false,0
FOLLOWER_MON_GOTHITELLE,0,false,false,true,0
FOLLOWER_MON_SOLOSIS,0,false,false,false,0
FOLLOWER_MON_DUOSION,0,false,false,true,0
FOLLOWER_MON_REUNICLUS,0,false,false,false,0
FOLLOWER_MON_DUCKLETT,0,false,false,false,0
FOLLOWER_MON_SWANNA,0,false,false,true,0
FOLLOWER_MON_VANILLITE,0,false,false,false,0
FOLLOWER_MON_VANILLISH,0,false,false,false,0
FOLLOWER_MON_VANILLUXE,0,false,false,true,0
FOLLOWER_MON_DEERLING,0,false,false,false,0
FOLLOWER_MON_SAWSBUCK,0,false,false,true,0
FOLLOWER_MON_FRILLISH,0,false,false,false,0
FOLLOWER_MON_JELLICENT,0,false,false,true,0
FOLLOWER_MON_ALOMOMOLA,0,false,false,false,0
FOLLOWER_MON_TYNAMO,0,false,false,false,0
FOLLOWER_MON_EELEKTRIK,0,false,false,false,0
FOLLOWER_MON_EELEKTROSS,0,false,false,true,0
FOLLOWER_MON_AXEW,0,false,false,false,0
FOLLOWER_MON_FRAXURE,0,false,false,true,0
FOLLOWER_MON_HAXORUS,0,false,true,true,0
FOLLOWER_MON_CUBCHOO,0,false,false,false,0
FOLLOWER_MON_BEARTIC,0,false,true,true,0
FOLLOWER_MON_CRYOGONAL,0,false,false,true,0
FOLLOWER_MON_STUNFISK,0,false,false,true,0
FOLLOWER_MON_MIENFOO,0,false,false,false,0
FOLLOWER_MON_MIENSHAO,0,false,false,false,0
FOLLOWER_MON_DRUDDIGON,0,false,true,true,0
FOLLOWER_MON_GOLETT,0,false,false,false,0
FOLLOWER_MON_GOLURK,0,false,true,true,0
FOLLOWER_MON_PAWNIARD,0,false,false,false,0
FOLLOWER_MON_BISHARP,0,false,false,true,0
FOLLOWER_MON_RUFFLET,0,false,false,false,0
FOLLOWER_MON_BRAVIARY,0,false,false,true,0
FOLLOWER_MON_VULLABY,0,false,false,false,0
FOLLOWER_MON_MANDIBUZZ,0,false,false,true,0
FOLLOWER_MON_HEATMOR,0,false,false,true,0
FOLLOWER_MON_DURANT,0,false,false,true,0
FOLLOWER_MON_DEINO,0,false,false,false,0
FOLLOWER_MON_ZWEILOUS,0,false,false,true,0
FOLLOWER_MON_HYDREIGON,0,false,true,true,0
FOLLOWER_MON_LARVESTA,0,false,false,false,0
FOLLOWER_MON_VOLCARONA,0,false,false,true,0
FOLLOWER_MON_COBALION,0,false,false,true,0
FOLLOWER_MON_TERRAKION,0,false,false,true,0
FOLLOWER_MON_VIRIZION,0,false,false,true,0
FOLLOWER_MON_TORNADUS,0,true,true,true,0
FOLLOWER_MON_THUNDURUS,0,true,true,true,0
FOLLOWER_MON_RESHIRAM,0,true,true,true,0
FOLLOWER_MON_ZEKROM,0,true,true,true,0
FOLLOWER_MON_LANDORUS,0,true,true,true,0
FOLLOWER_MON_KYUREM,0,true,true,true,0
FOLLOWER_MON_KELDEO,0,false,false,true,0
FOLLOWER_MON_MELOETTA,0,false,false,false,0
FOLLOWER_MON_GENESECT,0,false,false,false,0
FOLLOWER_MON_CHESPIN,0,false,false,false,0
FOLLOWER_MON_QUILLADIN,0,false,false,false,0
FOLLOWER_MON_CHESNAUGHT,0,false,false,false,0
FOLLOWER_MON_FENNEKIN,0,false,false,false,0
FOLLOWER_MON_BRAIXEN,0,false,false,false,0
FOLLOWER_MON_DELPHOX,0,false,false,false,0
FOLLOWER_MON_FROAKIE,0,false,false,false,0
FOLLOWER_MON_FROGADIER,0,false,false,false,0
FOLLOWER_MON_GRENINJA,0,false,false,false,0
FOLLOWER_MON_SCATTERBUG,0,false,false,false,0
FOLLOWER_MON_SPEWPA,0,false,false,false,0
FOLLOWER_MON_VIVILLON,0,false,false,false,0
FOLLOWER_MON_FLABEBE,0,false,false,false,0
FOLLOWER_MON_FLOETTE,0,false,false,false,0
FOLLOWER_MON_FLORGES,0,false,false,false,0
FOLLOWER_MON_SKIDDO,0,false,false,false,0
FOLLOWER_MON_GOGOAT,0,false,false,false,0
FOLLOWER_MON_PANCHAM,0,false,false,false,0
FOLLOWER_MON_PANGORO,0,false,false,false,0
FOLLOWER_MON_FURFROU,0,false,false,false,0
FOLLOWER_MON_HONEDGE,0,false,false,false,0
FOLLOWER_MON_DOUBLADE,0,false,false,false,0
FOLLOWER_MON_AEGISLASH,0,false,false,false,0
FOLLOWER_MON_SPRITZEE,0,false,false,false,0
FOLLOWER_MON_AROMATISSE,0,false,false,false,0
FOLLOWER_MON_SWIRLIX,0,false,false,false,0
FOLLOWER_MON_SLURPUFF,0,false,false,false,0
FOLLOWER_MON_INKAY,0,false,false,false,0
FOLLOWER_MON_MALAMAR,0,false,false,false,0
FOLLOWER_MON_BINACLE,0,false,false,false,0
FOLLOWER_MON_BARBARACLE,0,false,false,false,0
FOLLOWER_MON_SKRELP,0,false,false,false,0
FOLLOWER_MON_DRAGALGE,0,false,false,false,0
FOLLOWER_MON_CLAUNCHER,0,false,false,false,0
FOLLOWER_MON_CLAWITZER,0,false,false,false,0
FOLLOWER_MON_HELIOPTILE,0,false,false,false,0
FOLLOWER_MON_HELIOLISK,0,false,false,false,0
FOLLOWER_MON_TYRUNT,0,false,false,false,0
FOLLOWER_MON_TYRANTRUM,0,false,false,false,0
FOLLOWER_MON_AMAURA,0,false,false,false,0
FOLLOWER_MON_AURORUS,0,false,false,false,0
FOLLOWER_MON_HAWLUCHA,0,false,false,false,0
FOLLOWER_MON_CARBINK,0,false,false,false,0
FOLLOWER_MON_GOOMY,0,false,false,false,0
FOLLOWER_MON_SLIGGOO,0,false,false,false,0
FOLLOWER_MON_GOODRA,0,false,false,false,0
FOLLOWER_MON_KLEFKI,0,false,false,false,0
FOLLOWER_MON_BERGMITE,0,false,false,false,0
FOLLOWER_MON_AVALUGG,0,false,false,false,0
FOLLOWER_MON_XERNEAS,0,false,false,false,0
FOLLOWER_MON_YVELTAL,0,false,false,false,0
FOLLOWER_MON_ZYGARDE,0,false,false,false,0
FOLLOWER_MON_DIANCIE,0,false,false,false,0
FOLLOWER_MON_HOOPA,0,false,false,false,0
FOLLOWER_MON_VOLCANION,0,false,false,false,0
FOLLOWER_MON_ROWLET,0,false,false,false,0
FOLLOWER_MON_DARTRIX,0,false,false,false,0
FOLLOWER_MON_DECIDUEYE,0,false,false,false,0
FOLLOWER_MON_LITTEN,0,false,false,false,0
FOLLOWER_MON_TORRACAT,0,false,false,false,0
FOLLOWER_MON_INCINEROAR,0,false,false,false,0
FOLLOWER_MON_POPPLIO,0,false,false,false,0
FOLLOWER_MON_BRIONNE,0,false,false,false,0
FOLLOWER_MON_PRIMARINA,0,false,false,false,0
FOLLOWER_MON_PIKIPEK,0,false,false,false,0
FOLLOWER_MON_TRUMBEAK,0,false,false,false,0
FOLLOWER_MON_TOUCANNON,0,false,false,false,0
FOLLOWER_MON_YUNGOOS,0,false,false,false,0
FOLLOWER_MON_GUMSHOOS,0,false,false,false,0
FOLLOWER_MON_GRUBBIN,0,false,false,false,0
FOLLOWER_MON_CHARJABUG,0,false,false,false,0
FOLLOWER_MON_VIKAVOLT,0,false,false,false,0
FOLLOWER_MON_CRABRAWLER,0,false,false,false,0
FOLLOWER_MON_CRABOMINABLE,0,false,false,false,0
FOLLOWER_MON_ORICORIO,0,false,false,false,0
FOLLOWER_MON_CUTIEFLY,0,false,false,false,0
FOLLOWER_MON_RIBOMBEE,0,false,false,false,0
FOLLOWER_MON_ROCKRUFF,0,false,false,false,0
FOLLOWER_MON_LYCANROC,0,false,false,false,0
FOLLOWER_MON_WISHIWASHI,0,false,false,false,0
FOLLOWER_MON_MAREANIE,0,false,false,false,0
FOLLOWER_MON_TOXAPEX,0,false,false,false,0
FOLLOWER_MON_MUDBRAY,0,false,false,false,0
FOLLOWER_MON_MUDSDALE,0,false,false,false,0
FOLLOWER_MON_DEWPIDER,0,false,false,false,0
FOLLOWER_MON_ARAQUANID,0,false,false,false,0
FOLLOWER_MON_FOMANTIS,0,false,false,false,0
FOLLOWER_MON_LURANTIS,0,false,false,false,0
FOLLOWER_MON_MORELULL,0,false,false,false,0
FOLLOWER_MON_SHIINOTIC,0,false,false,false,0
FOLLOWER_MON_SALANDIT,0,false,false,false,0
FOLLOWER_MON_SALAZZLE,0,false,false,false,0
FOLLOWER_MON_STUFFUL,0,false,false,false,0
FOLLOWER_MON_BEWEAR,0,false,false,false,0
FOLLOWER_MON_BOUNSWEET,0,false,false,false,0
FOLLOWER_MON_STEENEE,0,false,false,false,0
FOLLOWER_MON_TSAREENA,0,false,false,false,0
FOLLOWER_MON_COMFEY,0,false,false,false,0
FOLLOWER_MON_ORANGURU,0,false,false,false,0
FOLLOWER_MON_PASSIMIAN,0,false,false,false,0
FOLLOWER_MON_WIMPOD,0,false,false,false,0
FOLLOWER_MON_GOLISOPOD,0,false,false,false,0
FOLLOWER_MON_SANDYGAST,0,false,false,false,0
FOLLOWER_MON_PALOSSAND,0,false,false,false,0
FOLLOWER_MON_PYUKUMUKU,0,false,false,false,0
FOLLOWER_MON_TYPE_NULL,0,false,false,false,0
FOLLOWER_MON_SILVALLY,0,false,false,false,0
FOLLOWER_MON_MINIOR,0,false,false,false,0
FOLLOWER_MON_KOMALA,0,false,false,false,0
FOLLOWER_MON_TURTONATOR,0,false,false,false,0
FOLLOWER_MON_TOGEDEMARU,0,false,false,false,0
FOLLOWER_MON_MIMIKYU,0,false,false,false,0
FOLLOWER_MON_BRUXISH,0,false,false,false,0
FOLLOWER_MON_DRAMPA,0,false,false,false,0
FOLLOWER_MON_DHELMISE,0,false,false,false,0
FOLLOWER_MON_JANGMO_O,0,false,false,false,0
FOLLOWER_MON_HAKAMO_O,0,false,false,false,0
FOLLOWER_MON_KOMMO_O,0,false,false,false,0
FOLLOWER_MON_TAPU_KOKO,0,false,false,false,0
FOLLOWER_MON_TAPU_LELE,0,false,false,false,0
FOLLOWER_MON_TAPU_BULU,0,false,false,false,0
FOLLOWER_MON_TAPU_FINI,0,false,false,false,0
FOLLOWER_MON_COSMOG,0,false,false,false,0
FOLLOWER_MON_COSMOEM,0,false,false,false,0
FOLLOWER_MON_SOLGALEO,0,false,false,false,0
FOLLOWER_MON_LUNALA,0,false,false,false,0
FOLLOWER_MON_NIHILEGO,0,false,false,false,0
FOLLOWER_MON_BUZZWOLE,0,false,false,false,0
FOLLOWER_MON_PHEROMOSA,0,false,false,false,0
FOLLOWER_MON_XURKITREE,0,false,false,false,0
FOLLOWER_MON_CELESTEELA,0,false,false,false,0
FOLLOWER_MON_KARTANA,0,false,false,false,0
FOLLOWER_MON_GUZZLORD,0,false,false,false,0
FOLLOWER_MON_NECROZMA,0,false,false,false,0
FOLLOWER_MON_MAGEARNA,0,false,false,false,0
FOLLOWER_MON_MARSHADOW,0,false,false,false,0
FOLLOWER_MON_POIPOLE,0,false,false,false,0
FOLLOWER_MON_NAGANADEL,0,false,false,false,0
FOLLOWER_MON_STAKATAKA,0,false,false,false,0
FOLLOWER_MON_BLACEPHALON,0,false,false,false,0
FOLLOWER_MON_ZERAORA,0,false,false,false,0
FOLLOWER_MON_MELTAN,0,false,false,false,0
FOLLOWER_MON_MELMETAL,0,false,false,false,0
FOLLOWER_MON_GROOKEY,0,false,false,false,0
FOLLOWER_MON_THWACKEY,0,false,false,false,0
FOLLOWER_MON_RILLABOOM,0,false,false,false,0
FOLLOWER_MON_SCORBUNNY,0,false,false,false,0
FOLLOWER_MON_RABOOT,0,false,false,false,0
FOLLOWER_MON_CINDERACE,0,false,false,false,0
FOLLOWER_MON_SOBBLE,0,false,false,false,0
FOLLOWER_MON_DRIZZILE,0,false,false,false,0
FOLLOWER_MON_INTELEON,0,false,false,false,0
FOLLOWER_MON_SKWOVET,0,false,false,false,0
FOLLOWER_MON_GREEDENT,0,false,false,false,0
FOLLOWER_MON_ROOKIDEE,0,false,false,false,0
FOLLOWER_MON_CORVISQUIRE,0,false,false,false,0
FOLLOWER_MON_CORVIKNIGHT,0,false,false,false,0
FOLLOWER_MON_BLIPBUG,0,false,false,false,0
FOLLOWER_MON_DOTTLER,0,false,false,false,0
FOLLOWER_MON_ORBEETLE,0,false,false,false,0
FOLLOWER_MON_NICKIT,0,false,false,false,0
FOLLOWER_MON_THIEVUL,0,false,false,false,0
FOLLOWER_MON_GOSSIFLEUR,0,false,false,false,0
FOLLOWER_MON_ELDEGOSS,0,false,false,false,0
FOLLOWER_MON_WOOLOO,0,false,false,false,0
FOLLOWER_MON_DUBWOOL,0,false,false,false,0
FOLLOWER_MON_CHEWTLE,0,false,false,false,0
FOLLOWER_MON_DREDNAW,0,false,false,false,0
FOLLOWER_MON_YAMPER,0,false,false,false,0
FOLLOWER_MON_BOLTUND,0,false,false,false,0
FOLLOWER_MON_ROLYCOLY,0,false,false,false,0
FOLLOWER_MON_CARKOL,0,false,false,false,0
FOLLOWER_MON_COALOSSAL,0,false,false,false,0
FOLLOWER_MON_SILICOBRA,0,false,false,false,0
FOLLOWER_MON_SANDACONDA,0,false,false,false,0
FOLLOWER_MON_CRAMORANT,0,false,false,false,0
FOLLOWER_MON_ARROKUDA,0,false,false,false,0
FOLLOWER_MON_BARRASKEWDA,0,false,false,false,0
FOLLOWER_MON_TOXEL,0,false,false,false,0
FOLLOWER_MON_TOXTRICITY,0,false,false,false,0
FOLLOWER_MON_CLOBBOPUS,0,false,false,false,0
FOLLOWER_MON_GRAPPLOCT,0,false,false,false,0
FOLLOWER_MON_SINISTEA,0,false,false,false,0
FOLLOWER_MON_POLTEAGEIST,0,false,false,false,0
FOLLOWER_MON_HATENNA,0,false,false,false,0
FOLLOWER_MON_HATTREM,0,false,false,false,0
FOLLOWER_MON_HATTERENE,0,false,false,false,0
FOLLOWER_MON_IMPIDIMP,0,false,false,false,0
FOLLOWER_MON_MORGREM,0,false,false,false,0
FOLLOWER_MON_GRIMMSNARL,0,false,false,false,0
FOLLOWER_MON_OBSTAGOON,0,false,false,false,0
FOLLOWER_MON_PERRSERKER,0,false,false,false,0
FOLLOWER_MON_CURSOLA,0,false,false,false,0
FOLLOWER_MON_SIRFETCHD,0,false,false,false,0
FOLLOWER_MON_MR_RIME,0,false,false,false,0
FOLLOWER_MON_RUNERIGUS,0,false,false,false,0
FOLLOWER_MON_MILCERY,0,false,false,false,0
FOLLOWER_MON_ALCREMIE,0,false,false,false,0
FOLLOWER_MON_FALINKS,0,false,false,false,0
FOLLOWER_MON_PINCURCHIN,0,false,false,false,0
FOLLOWER_MON_SNOM,0,false,false,false,0
FOLLOWER_MON_FROSMOTH,0,false,false,false,0
FOLLOWER_MON_STONJOURNER,0,false,false,false,0
FOLLOWER_MON_EISCUE,0,false,false,false,0
FOLLOWER_MON_INDEEDEE,0,false,false,false,0
FOLLOWER_MON_MORPEKO,0,false,false,false,0
FOLLOWER_MON_CUFANT,0,false,false,false,0
FOLLOWER_MON_COPPERAJAH,0,false,false,false,0
FOLLOWER_MON_DRACOZOLT,0,false,false,false,0
FOLLOWER_MON_ARCTOZOLT,0,false,false,false,0
FOLLOWER_MON_DRACOVISH,0,false,false,false,0
FOLLOWER_MON_ARCTOVISH,0,true,true,true,0
FOLLOWER_MON_DURALUDON,0,false,false,false,0
FOLLOWER_MON_DREEPY,0,false,false,false,0
FOLLOWER_MON_DRAKLOAK,0,false,false,false,0
FOLLOWER_MON_DRAGAPULT,0,false,false,false,0
FOLLOWER_MON_ZACIAN,0,false,false,false,0
FOLLOWER_MON_ZAMAZENTA,0,false,false,false,0
FOLLOWER_MON_ETERNATUS,0,false,false,false,0
FOLLOWER_MON_KUBFU,0,true,true,true,0
FOLLOWER_MON_URSHIFU,0,true,true,true,0
FOLLOWER_MON_ZARUDE,0,false,false,false,0
FOLLOWER_MON_REGIELEKI,0,false,false,false,0
FOLLOWER_MON_REGIDRAGO,0,false,false,false,0
FOLLOWER_MON_GLASTRIER,0,false,false,false,0
FOLLOWER_MON_SPECTRIER,0,false,false,false,0
FOLLOWER_MON_CALYREX,0,false,false,false,0
FOLLOWER_MON_BASCULEGION,0,false,false,false,0
FOLLOWER_MON_SNEASLER,0,false,false,false,0
FOLLOWER_MON_OVERQWIL,0,false,false,false,0
FOLLOWER_MON_ENAMORUS,0,false,false,false,0
FOLLOWER_MON_SPRIGATITO,0,false,false,false,0
FOLLOWER_MON_FLORAGATO,0,false,false,false,0
FOLLOWER_MON_MEOWSCARADA,0,false,false,false,0
FOLLOWER_MON_FUECOCO,0,false,false,false,0
FOLLOWER_MON_CROCALOR,0,false,false,false,0
FOLLOWER_MON_SKELEDIRGE,0,false,false,false,0
FOLLOWER_MON_QUAXLY,0,false,false,false,0
FOLLOWER_MON_QUAXWELL,0,false,false,false,0
FOLLOWER_MON_QUAQUAVAL,0,false,false,false,0
FOLLOWER_MON_LECHONK,0,false,false,false,0
FOLLOWER_MON_OINKOLOGNE,0,false,false,false,0
FOLLOWER_MON_TAROUNTULA,0,false,false,false,0
FOLLOWER_MON_SPIDOPS,0,false,false,false,0
FOLLOWER_MON_NYMBLE,0,false,false,false,0
FOLLOWER_MON_LOKIX,0,false,false,false,0
FOLLOWER_MON_PAWMI,0,false,false,false,0
FOLLOWER_MON_PAWMO,0,false,false,false,0
FOLLOWER_MON_PAWMOT,0,false,false,false,0
FOLLOWER_MON_TANDEMAUS,0,false,false,false,0
FOLLOWER_MON_MAUSHOLD,0,false,false,false,0
FOLLOWER_MON_FIDOUGH,0,false,false,false,0
FOLLOWER_MON_DACHSBUN,0,false,false,false,0
FOLLOWER_MON_SMOLIV,0,false,false,false,0
FOLLOWER_MON_DOLLIV,0,false,false,false,0
FOLLOWER_MON_ARBOLIVA,0,false,false,false,0
FOLLOWER_MON_SQUAWKABILLY,0,false,false,false,0
FOLLOWER_MON_NACLI,0,false,false,false,0
FOLLOWER_MON_NACLSTACK,0,false,false,false,0
FOLLOWER_MON_GARGANACL,0,false,false,false,0
FOLLOWER_MON_CHARCADET,0,false,false,false,0
