reference_id,reference_name,item_id,item_name
453,ITEM_LUNAR_FEATHER,453,ITEM_LUNAR_WING
454,ITEM_MEMBER_CARD,454,ITEM_MEMBER_CARD
455,ITEM_AZURE_FLUTE,455,ITEM_AZURE_FLUTE
456,ITEM_SS_TICKET,456,ITEM_S_S__TICKET
457,ITEM_CONTEST_PASS,457,ITEM_CONTEST_PASS
458,ITEM_MAGMA_STONE,458,ITEM_MAGMA_STONE
459,ITEM_PARCEL,459,ITEM_PARCEL
460,ITEM_COUPON_1,460,ITEM_COUPON_1
461,ITEM_COUPON_2,461,ITEM_COUPON_2
462,ITEM_COUPON_3,462,ITEM_COUPON_3
463,ITEM_STORAGE_KEY_SINNOH,463,ITEM_STORAGE_KEY
464,ITEM_SECRET_MEDICINE,464,ITEM_SECRETPOTION
465,ITEM_VS_RECORDER,465,ITEM_VS__RECORDER
466,ITEM_GRACIDEA,466,ITEM_GRACIDEA
467,ITEM_SECRET_KEY,467,ITEM_SECRET_KEY
468,ITEM_APRICORN_BOX,468,ITEM_APRICORN_BOX
469,ITEM_UNOWN_REPORT,469,ITEM_UNOWN_REPORT
470,ITEM_BERRY_POTS,470,ITEM_BERRY_POTS
471,ITEM_DOWSING_MACHINE,471,ITEM_DOWSING_MCHN
472,ITEM_BLUE_CARD,472,ITEM_BLUE_CARD
473,ITEM_SLOWPOKE_TAIL,473,ITEM_SLOWPOKETAIL
474,ITEM_CLEAR_BELL,474,ITEM_CLEAR_BELL
475,ITEM_CARD_KEY_JOHTO,475,ITEM_CARD_KEY
476,ITEM_BASEMENT_KEY,476,ITEM_BASEMENT_KEY
477,ITEM_SQUIRT_BOTTLE,477,ITEM_SQUIRTBOTTLE
478,ITEM_RED_SCALE,478,ITEM_RED_SCALE
479,ITEM_LOST_ITEM,479,ITEM_LOST_ITEM
480,ITEM_PASS,480,ITEM_PASS
481,ITEM_MACHINE_PART,481,ITEM_MACHINE_PART
482,ITEM_SILVER_FEATHER,482,ITEM_SILVER_WING
483,ITEM_RAINBOW_FEATHER,483,ITEM_RAINBOW_WING
484,ITEM_MYSTERY_EGG,484,ITEM_MYSTERY_EGG
485,ITEM_RED_APRICORN,485,ITEM_RED_APRICORN
486,ITEM_YELLOW_APRICORN,486,ITEM_YLW_APRICORN
487,ITEM_BLUE_APRICORN,487,ITEM_BLU_APRICORN
488,ITEM_GREEN_APRICORN,488,ITEM_GRN_APRICORN
489,ITEM_PINK_APRICORN,489,ITEM_PNK_APRICORN
490,ITEM_WHITE_APRICORN,490,ITEM_WHT_APRICORN
491,ITEM_BLACK_APRICORN,491,ITEM_BLK_APRICORN
492,ITEM_FAST_BALL,492,ITEM_FAST_BALL
493,ITEM_LEVEL_BALL,493,ITEM_LEVEL_BALL
494,ITEM_LURE_BALL,494,ITEM_LURE_BALL
495,ITEM_HEAVY_BALL,495,ITEM_HEAVY_BALL
496,ITEM_LOVE_BALL,496,ITEM_LOVE_BALL
497,ITEM_FRIEND_BALL,497,ITEM_FRIEND_BALL
498,ITEM_MOON_BALL,498,ITEM_MOON_BALL
499,ITEM_SPORT_BALL,499,ITEM_SPORT_BALL
500,ITEM_PARK_BALL,500,ITEM_PARK_BALL
501,ITEM_PHOTO_ALBUM,501,ITEM_PHOTO_ALBUM
502,ITEM_GB_SOUNDS,502,ITEM_GB_SOUNDS
503,ITEM_TIDAL_BELL,503,ITEM_TIDAL_BELL
504,ITEM_RAGE_CANDY_BAR,504,ITEM_RAGECANDYBAR
505,ITEM_DATA_CARD_01,505,ITEM_DATA_CARD_01
506,ITEM_DATA_CARD_02,506,ITEM_DATA_CARD_02
507,ITEM_DATA_CARD_03,507,ITEM_DATA_CARD_03
508,ITEM_DATA_CARD_04,508,ITEM_DATA_CARD_04
509,ITEM_DATA_CARD_05,509,ITEM_DATA_CARD_05
510,ITEM_DATA_CARD_06,510,ITEM_DATA_CARD_06
511,ITEM_DATA_CARD_07,511,ITEM_DATA_CARD_07
512,ITEM_DATA_CARD_08,512,ITEM_DATA_CARD_08
513,ITEM_DATA_CARD_09,513,ITEM_DATA_CARD_09
514,ITEM_DATA_CARD_10,514,ITEM_DATA_CARD_10
515,ITEM_DATA_CARD_11,515,ITEM_DATA_CARD_11
516,ITEM_DATA_CARD_12,516,ITEM_DATA_CARD_12
517,ITEM_DATA_CARD_13,517,ITEM_DATA_CARD_13
518,ITEM_DATA_CARD_14,518,ITEM_DATA_CARD_14
519,ITEM_DATA_CARD_15,519,ITEM_DATA_CARD_15
520,ITEM_DATA_CARD_16,520,ITEM_DATA_CARD_16
521,ITEM_DATA_CARD_17,521,ITEM_DATA_CARD_17
522,ITEM_DATA_CARD_18,522,ITEM_DATA_CARD_18
523,ITEM_DATA_CARD_19,523,ITEM_DATA_CARD_19
524,ITEM_DATA_CARD_20,524,ITEM_DATA_CARD_20
525,ITEM_DATA_CARD_21,525,ITEM_DATA_CARD_21
526,ITEM_DATA_CARD_22,526,ITEM_DATA_CARD_22
527,ITEM_DATA_CARD_23,527,ITEM_DATA_CARD_23
528,ITEM_DATA_CARD_24,528,ITEM_DATA_CARD_24
529,ITEM_DATA_CARD_25,529,ITEM_DATA_CARD_25
530,ITEM_DATA_CARD_26,530,ITEM_DATA_CARD_26
531,ITEM_DATA_CARD_27,531,ITEM_DATA_CARD_27
532,ITEM_JADE_ORB,532,ITEM_JADE_ORB
533,ITEM_LOCK_CAPSULE,533,ITEM_LOCK_CAPSULE
534,ITEM_RED_ORB,534,ITEM_RED_ORB
535,ITEM_BLUE_ORB,535,ITEM_BLUE_ORB
536,ITEM_ENIGMA_STONE,536,ITEM_ENIGMA_STONE
537,ITEM_PRISM_SCALE,543,ITEM_PRISM_SCALE
538,ITEM_EVIOLITE,542,ITEM_EVIOLITE
539,ITEM_FLOAT_STONE,572,ITEM_FLOAT_STONE
540,ITEM_ROCKY_HELMET,573,ITEM_ROCKY_HELMET
541,ITEM_AIR_BALLOON,556,ITEM_AIR_BALLOON
542,ITEM_RED_CARD,574,ITEM_RED_CARD
543,ITEM_RING_TARGET,575,ITEM_RING_TARGET
544,ITEM_BINDING_BAND,576,ITEM_BINDING_BAND
545,ITEM_ABSORB_BULB,555,ITEM_ABSORB_BULB
546,ITEM_CELL_BATTERY,557,ITEM_CELL_BATTERY
547,ITEM_EJECT_BUTTON,577,ITEM_EJECT_BUTTON
548,ITEM_FIRE_GEM,578,ITEM_FIRE_GEM
549,ITEM_WATER_GEM,579,ITEM_WATER_GEM
550,ITEM_ELECTRIC_GEM,580,ITEM_ELECTRIC_GEM
551,ITEM_GRASS_GEM,581,ITEM_GRASS_GEM
552,ITEM_ICE_GEM,582,ITEM_ICE_GEM
553,ITEM_FIGHTING_GEM,583,ITEM_FIGHTING_GEM
554,ITEM_POISON_GEM,584,ITEM_POISON_GEM
555,ITEM_GROUND_GEM,585,ITEM_GROUND_GEM
556,ITEM_FLYING_GEM,586,ITEM_FLYING_GEM
557,ITEM_PSYCHIC_GEM,587,ITEM_PSYCHIC_GEM
558,ITEM_BUG_GEM,588,ITEM_BUG_GEM
559,ITEM_ROCK_GEM,589,ITEM_ROCK_GEM
560,ITEM_GHOST_GEM,590,ITEM_GHOST_GEM
561,ITEM_DRAGON_GEM,591,ITEM_DRAGON_GEM
562,ITEM_DARK_GEM,592,ITEM_DARK_GEM
563,ITEM_STEEL_GEM,593,ITEM_STEEL_GEM
564,ITEM_NORMAL_GEM,594,ITEM_NORMAL_GEM
565,ITEM_HEALTH_FEATHER,595,ITEM_HEALTH_FEATHER
566,ITEM_MUSCLE_FEATHER,596,ITEM_MUSCLE_FEATHER
567,ITEM_RESIST_FEATHER,597,ITEM_RESIST_FEATHER
568,ITEM_GENIUS_FEATHER,598,ITEM_GENIUS_FEATHER
569,ITEM_CLEVER_FEATHER,599,ITEM_CLEVER_FEATHER
570,ITEM_SWIFT_FEATHER,600,ITEM_SWIFT_FEATHER
571,ITEM_PRETTY_FEATHER,562,ITEM_PRETTY_FEATHER
572,ITEM_COVER_FOSSIL,601,ITEM_COVER_FOSSIL
573,ITEM_PLUME_FOSSIL,602,ITEM_PLUME_FOSSIL
574,ITEM_LIBERTY_PASS,603,ITEM_LIBERTY_PASS
575,ITEM_PASS_ORB,604,ITEM_PASS_ORB
576,ITEM_DREAM_BALL,605,ITEM_DREAM_BALL
577,ITEM_POKE_TOY,606,ITEM_POKE_TOY
578,ITEM_PROP_CASE,607,ITEM_PROP_CASE
579,ITEM_DRAGON_SKULL,608,ITEM_DRAGON_SKULL
580,ITEM_BALM_MUSHROOM,609,ITEM_BALM_MUSHROOM
581,ITEM_BIG_NUGGET,610,ITEM_BIG_NUGGET
582,ITEM_PEARL_STRING,611,ITEM_PEARL_STRING
583,ITEM_COMET_SHARD,612,ITEM_COMET_SHARD
584,ITEM_RELIC_COPPER,613,ITEM_RELIC_COPPER
585,ITEM_RELIC_SILVER,614,ITEM_RELIC_SILVER
586,ITEM_RELIC_GOLD,615,ITEM_RELIC_GOLD
587,ITEM_RELIC_VASE,616,ITEM_RELIC_VASE
588,ITEM_RELIC_BAND,617,ITEM_RELIC_BAND
589,ITEM_RELIC_STATUE,618,ITEM_RELIC_STATUE
590,ITEM_RELIC_CROWN,619,ITEM_RELIC_CROWN
591,ITEM_CASTELIACONE,620,ITEM_CASTELIACONE
592,ITEM_DIRE_HIT_2,621,ITEM_DIRE_HIT_2
593,ITEM_X_SPEED_2,622,ITEM_X_SPEED_2
594,ITEM_X_SP_ATK_2,623,ITEM_X_SP_ATK_2
595,ITEM_X_SP_DEF_2,624,ITEM_X_SP_DEF_2
596,ITEM_X_DEFENSE_2,625,ITEM_X_DEFENSE_2
597,ITEM_X_ATTACK_2,626,ITEM_X_ATTACK_2
598,ITEM_X_ACCURACY_2,627,ITEM_X_ACCURACY_2
599,ITEM_X_SPEED_3,628,ITEM_X_SPEED_3
600,ITEM_X_SP_ATK_3,629,ITEM_X_SP_ATK_3
601,ITEM_X_SP_DEF_3,630,ITEM_X_SP_DEF_3
602,ITEM_X_DEFENSE_3,631,ITEM_X_DEFENSE_3
603,ITEM_X_ATTACK_3,632,ITEM_X_ATTACK_3
604,ITEM_X_ACCURACY_3,633,ITEM_X_ACCURACY_3
605,ITEM_X_SPEED_6,634,ITEM_X_SPEED_6
606,ITEM_X_SP_ATK_6,635,ITEM_X_SP_ATK_6
607,ITEM_X_SP_DEF_6,636,ITEM_X_SP_DEF_6
608,ITEM_X_DEFENSE_6,637,ITEM_X_DEFENSE_6
609,ITEM_X_ATTACK_6,638,ITEM_X_ATTACK_6
610,ITEM_X_ACCURACY_6,639,ITEM_X_ACCURACY_6
611,ITEM_ABILITY_URGE,640,ITEM_ABILITY_URGE
612,ITEM_ITEM_DROP,641,ITEM_ITEM_DROP
613,ITEM_ITEM_URGE,642,ITEM_ITEM_URGE
614,ITEM_RESET_URGE,643,ITEM_RESET_URGE
615,ITEM_DIRE_HIT_3,644,ITEM_DIRE_HIT_3
616,ITEM_LIGHT_STONE,645,ITEM_LIGHT_STONE
617,ITEM_DARK_STONE,646,ITEM_DARK_STONE
618,ITEM_TM093,647,ITEM_TM093
619,ITEM_TM094,648,ITEM_TM094
620,ITEM_TM095,649,ITEM_TM095
621,ITEM_XTRANSCEIVER_BW,650,ITEM_XTRANSCEIVER_BW
622,ITEM_UNKNOWN_622,651,ITEM_UNKNOWN_622
623,ITEM_GRAM_1,652,ITEM_GRAM_1
624,ITEM_GRAM_2,653,ITEM_GRAM_2
625,ITEM_GRAM_3,654,ITEM_GRAM_3
626,ITEM_XTRANSCEIVER_BW2,655,ITEM_XTRANSCEIVER_BW2
627,ITEM_MEDAL_BOX,656,ITEM_MEDAL_BOX
628,ITEM_DNA_SPLICERS_FUSE,657,ITEM_DNA_SPLICERS_FUSE
629,ITEM_DNA_SPLICERS_UNFUSE,658,ITEM_DNA_SPLICERS_UNFUSE
630,ITEM_PERMIT,659,ITEM_PERMIT
631,ITEM_OVAL_CHARM,660,ITEM_OVAL_CHARM
632,ITEM_SHINY_CHARM,661,ITEM_SHINY_CHARM
633,ITEM_PLASMA_CARD,662,ITEM_PLASMA_CARD
634,ITEM_GRUBBY_HANKY,663,ITEM_GRUBBY_HANKY
635,ITEM_COLRESS_MACHINE,664,ITEM_COLRESS_MACHINE
636,ITEM_DROPPED_ITEM_CURTIS,665,ITEM_DROPPED_ITEM_CURTIS
637,ITEM_DROPPED_ITEM_YANCY,666,ITEM_DROPPED_ITEM_YANCY
638,ITEM_REVEAL_GLASS,667,ITEM_REVEAL_GLASS
639,ITEM_WEAKNESS_POLICY,668,ITEM_WEAKNESS_POLICY
640,ITEM_ASSAULT_VEST,669,ITEM_ASSAULT_VEST
641,ITEM_HOLO_CASTER_MALE,670,ITEM_HOLO_CASTER_MALE
642,ITEM_PROFS_LETTER,671,ITEM_PROFS_LETTER
643,ITEM_ROLLER_SKATES,672,ITEM_ROLLER_SKATES
644,ITEM_PIXIE_PLATE,673,ITEM_PIXIE_PLATE
645,ITEM_ABILITY_CAPSULE,674,ITEM_ABILITY_CAPSULE
646,ITEM_WHIPPED_DREAM,675,ITEM_WHIPPED_DREAM
647,ITEM_SACHET,676,ITEM_SACHET
648,ITEM_LUMINOUS_MOSS,677,ITEM_LUMINOUS_MOSS
649,ITEM_SNOWBALL,563,ITEM_SNOWBALL
650,ITEM_SAFETY_GOGGLES,678,ITEM_SAFETY_GOGGLES
651,ITEM_POKE_FLUTE,679,ITEM_POKE_FLUTE
652,ITEM_RICH_MULCH,680,ITEM_RICH_MULCH
653,ITEM_SURPRISE_MULCH,681,ITEM_SURPRISE_MULCH
654,ITEM_BOOST_MULCH,682,ITEM_BOOST_MULCH
655,ITEM_AMAZE_MULCH,683,ITEM_AMAZE_MULCH
656,ITEM_GENGARITE,684,ITEM_GENGARITE
657,ITEM_GARDEVOIRITE,685,ITEM_GARDEVOIRITE
658,ITEM_AMPHAROSITE,686,ITEM_AMPHAROSITE
659,ITEM_VENUSAURITE,687,ITEM_VENUSAURITE
660,ITEM_CHARIZARDITE_X,688,ITEM_CHARIZARDITE_X
661,ITEM_BLASTOISINITE,689,ITEM_BLASTOISINITE
662,ITEM_MEWTWONITE_X,690,ITEM_MEWTWONITE_X
663,ITEM_MEWTWONITE_Y,691,ITEM_MEWTWONITE_Y
664,ITEM_BLAZIKENITE,692,ITEM_BLAZIKENITE
665,ITEM_MEDICHAMITE,693,ITEM_MEDICHAMITE
666,ITEM_HOUNDOOMINITE,694,ITEM_HOUNDOOMINITE
667,ITEM_AGGRONITE,695,ITEM_AGGRONITE
668,ITEM_BANETTITE,696,ITEM_BANETTITE
669,ITEM_TYRANITARITE,697,ITEM_TYRANITARITE
670,ITEM_SCIZORITE,698,ITEM_SCIZORITE
671,ITEM_PINSIRITE,699,ITEM_PINSIRITE
672,ITEM_AERODACTYLITE,700,ITEM_AERODACTYLITE
673,ITEM_LUCARIONITE,701,ITEM_LUCARIONITE
674,ITEM_ABOMASITE,702,ITEM_ABOMASITE
675,ITEM_KANGASKHANITE,703,ITEM_KANGASKHANITE
676,ITEM_GYARADOSITE,704,ITEM_GYARADOSITE
677,ITEM_ABSOLITE,705,ITEM_ABSOLITE
678,ITEM_CHARIZARDITE_Y,706,ITEM_CHARIZARDITE_Y
679,ITEM_ALAKAZITE,707,ITEM_ALAKAZITE
680,ITEM_HERACRONITE,708,ITEM_HERACRONITE
681,ITEM_MAWILITE,709,ITEM_MAWILITE
682,ITEM_MANECTITE,710,ITEM_MANECTITE
683,ITEM_GARCHOMPITE,711,ITEM_GARCHOMPITE
684,ITEM_LATIASITE,712,ITEM_LATIASITE
685,ITEM_LATIOSITE,713,ITEM_LATIOSITE
686,ITEM_ROSELI_BERRY,714,ITEM_ROSELI_BERRY
687,ITEM_KEE_BERRY,715,ITEM_KEE_BERRY
688,ITEM_MARANGA_BERRY,716,ITEM_MARANGA_BERRY
689,ITEM_SPRINKLOTAD,717,ITEM_SPRINKLOTAD
690,ITEM_TM096,718,ITEM_TM096
691,ITEM_TM097,719,ITEM_TM097
692,ITEM_TM098,720,ITEM_TM098
693,ITEM_TM099,721,ITEM_TM099
694,ITEM_TM100,722,ITEM_TM100
695,ITEM_POWER_PLANT_PASS,723,ITEM_POWER_PLANT_PASS
696,ITEM_MEGA_RING,724,ITEM_MEGA_RING
697,ITEM_INTRIGUING_STONE,725,ITEM_INTRIGUING_STONE
698,ITEM_COMMON_STONE,726,ITEM_COMMON_STONE
699,ITEM_DISCOUNT_COUPON,727,ITEM_DISCOUNT_COUPON
700,ITEM_ELEVATOR_KEY,728,ITEM_ELEVATOR_KEY
701,ITEM_TMV_PASS,729,ITEM_TMV_PASS
702,ITEM_HONOR_OF_KALOS,730,ITEM_HONOR_OF_KALOS
703,ITEM_ADVENTURE_GUIDE,731,ITEM_ADVENTURE_GUIDE
704,ITEM_STRANGE_SOUVENIR,732,ITEM_STRANGE_SOUVENIR
705,ITEM_LENS_CASE,733,ITEM_LENS_CASE
706,ITEM_MAKEUP_BAG,734,ITEM_MAKEUP_BAG
707,ITEM_TRAVEL_TRUNK,735,ITEM_TRAVEL_TRUNK
708,ITEM_LUMIOSE_GALETTE,736,ITEM_LUMIOSE_GALETTE
709,ITEM_SHALOUR_SABLE,737,ITEM_SHALOUR_SABLE
710,ITEM_JAW_FOSSIL,738,ITEM_JAW_FOSSIL
711,ITEM_SAIL_FOSSIL,739,ITEM_SAIL_FOSSIL
712,ITEM_LOOKER_TICKET,740,ITEM_LOOKER_TICKET
713,ITEM_BIKE_XY,741,ITEM_BIKE_XY
714,ITEM_HOLO_CASTER_FEMALE,742,ITEM_HOLO_CASTER_FEMALE
715,ITEM_FAIRY_GEM,743,ITEM_FAIRY_GEM
716,ITEM_MEGA_CHARM,744,ITEM_MEGA_CHARM
717,ITEM_MEGA_GLOVE,745,ITEM_MEGA_GLOVE
718,ITEM_MACH_BIKE,746,ITEM_MACH_BIKE
719,ITEM_ACRO_BIKE,747,ITEM_ACRO_BIKE
720,ITEM_WAILMER_PAIL,748,ITEM_WAILMER_PAIL
721,ITEM_DEVON_PARTS,749,ITEM_DEVON_PARTS
722,ITEM_SOOT_SACK,750,ITEM_SOOT_SACK
723,ITEM_BASEMENT_KEY_ORAS,751,ITEM_BASEMENT_KEY_ORAS
724,ITEM_POKEBLOCK_KIT,752,ITEM_POKEBLOCK_KIT
725,ITEM_LETTER,753,ITEM_LETTER
726,ITEM_EON_TICKET,754,ITEM_EON_TICKET
727,ITEM_SCANNER,755,ITEM_SCANNER
728,ITEM_GO_GOGGLES,756,ITEM_GO_GOGGLES
729,ITEM_METEORITE_ORAS_DEFAULT,757,ITEM_METEORITE_ORAS_DEFAULT
730,ITEM_KEY_TO_ROOM_1,758,ITEM_KEY_TO_ROOM_1
731,ITEM_KEY_TO_ROOM_2,759,ITEM_KEY_TO_ROOM_2
732,ITEM_KEY_TO_ROOM_4,760,ITEM_KEY_TO_ROOM_4
733,ITEM_KEY_TO_ROOM_6,761,ITEM_KEY_TO_ROOM_6
734,ITEM_STORAGE_KEY_HOENN,762,ITEM_STORAGE_KEY_HOENN
735,ITEM_DEVON_SCOPE,763,ITEM_DEVON_SCOPE
736,ITEM_SS_TICKET_ORAS,764,ITEM_SS_TICKET_ORAS
737,ITEM_HM07_ORAS,765,ITEM_HM07_ORAS
738,ITEM_DEVON_SCUBA_GEAR,766,ITEM_DEVON_SCUBA_GEAR
739,ITEM_CONTEST_COSTUME_MALE,767,ITEM_CONTEST_COSTUME_MALE
740,ITEM_CONTEST_COSTUME_FEMALE,768,ITEM_CONTEST_COSTUME_FEMALE
741,ITEM_MAGMA_SUIT,769,ITEM_MAGMA_SUIT
742,ITEM_AQUA_SUIT,770,ITEM_AQUA_SUIT
743,ITEM_PAIR_OF_TICKETS,771,ITEM_PAIR_OF_TICKETS
744,ITEM_MEGA_BRACELET,772,ITEM_MEGA_BRACELET
745,ITEM_MEGA_PENDANT,773,ITEM_MEGA_PENDANT
746,ITEM_MEGA_GLASSES,774,ITEM_MEGA_GLASSES
747,ITEM_MEGA_ANCHOR,775,ITEM_MEGA_ANCHOR
748,ITEM_MEGA_STICKPIN,776,ITEM_MEGA_STICKPIN
749,ITEM_MEGA_TIARA,777,ITEM_MEGA_TIARA
750,ITEM_MEGA_ANKLET,778,ITEM_MEGA_ANKLET
751,ITEM_METEORITE_ORAS_SECOND,779,ITEM_METEORITE_ORAS_SECOND
752,ITEM_SWAMPERTITE,780,ITEM_SWAMPERTITE
753,ITEM_SCEPTILITE,781,ITEM_SCEPTILITE
754,ITEM_SABLENITE,782,ITEM_SABLENITE
755,ITEM_ALTARIANITE,783,ITEM_ALTARIANITE
756,ITEM_GALLADITE,784,ITEM_GALLADITE
757,ITEM_AUDINITE,785,ITEM_AUDINITE
758,ITEM_METAGROSSITE,786,ITEM_METAGROSSITE
759,ITEM_SHARPEDONITE,787,ITEM_SHARPEDONITE
760,ITEM_SLOWBRONITE,788,ITEM_SLOWBRONITE
761,ITEM_STEELIXITE,789,ITEM_STEELIXITE
762,ITEM_PIDGEOTITE,790,ITEM_PIDGEOTITE
763,ITEM_GLALITITE,791,ITEM_GLALITITE
764,ITEM_DIANCITE,792,ITEM_DIANCITE
765,ITEM_PRISON_BOTTLE,793,ITEM_PRISON_BOTTLE
766,ITEM_MEGA_CUFF,794,ITEM_MEGA_CUFF
767,ITEM_CAMERUPTITE,795,ITEM_CAMERUPTITE
768,ITEM_LOPUNNITE,796,ITEM_LOPUNNITE
769,ITEM_SALAMENCITE,797,ITEM_SALAMENCITE
770,ITEM_BEEDRILLITE,798,ITEM_BEEDRILLITE
771,ITEM_METEORITE_ORAS_THIRD,799,ITEM_METEORITE_ORAS_THIRD
772,ITEM_METEORITE_ORAS_FINAL,800,ITEM_METEORITE_ORAS_FINAL
773,ITEM_KEY_STONE,801,ITEM_KEY_STONE
774,ITEM_METEORITE_SHARD,802,ITEM_METEORITE_SHARD
775,ITEM_EON_FLUTE,803,ITEM_EON_FLUTE
776,ITEM_NORMALIUM_Z_HELD,804,ITEM_NORMALIUM_Z_HELD
777,ITEM_FIRIUM_Z_HELD,805,ITEM_FIRIUM_Z_HELD
778,ITEM_WATERIUM_Z_HELD,806,ITEM_WATERIUM_Z_HELD
779,ITEM_ELECTRIUM_Z_HELD,807,ITEM_ELECTRIUM_Z_HELD
780,ITEM_GRASSIUM_Z_HELD,808,ITEM_GRASSIUM_Z_HELD
781,ITEM_ICIUM_Z_HELD,809,ITEM_ICIUM_Z_HELD
782,ITEM_FIGHTINIUM_Z_HELD,810,ITEM_FIGHTINIUM_Z_HELD
783,ITEM_POISONIUM_Z_HELD,811,ITEM_POISONIUM_Z_HELD
784,ITEM_GROUNDIUM_Z_HELD,812,ITEM_GROUNDIUM_Z_HELD
785,ITEM_FLYINIUM_Z_HELD,813,ITEM_FLYINIUM_Z_HELD
786,ITEM_PSYCHIUM_Z_HELD,814,ITEM_PSYCHIUM_Z_HELD
787,ITEM_BUGINIUM_Z_HELD,815,ITEM_BUGINIUM_Z_HELD
788,ITEM_ROCKIUM_Z_HELD,816,ITEM_ROCKIUM_Z_HELD
789,ITEM_GHOSTIUM_Z_HELD,817,ITEM_GHOSTIUM_Z_HELD
790,ITEM_DRAGONIUM_Z_HELD,818,ITEM_DRAGONIUM_Z_HELD
791,ITEM_DARKINIUM_Z_HELD,819,ITEM_DARKINIUM_Z_HELD
792,ITEM_STEELIUM_Z_HELD,820,ITEM_STEELIUM_Z_HELD
793,ITEM_FAIRIUM_Z_HELD,821,ITEM_FAIRIUM_Z_HELD
794,ITEM_PIKANIUM_Z_HELD,822,ITEM_PIKANIUM_Z_HELD
795,ITEM_BOTTLE_CAP,823,ITEM_BOTTLE_CAP
796,ITEM_GOLD_BOTTLE_CAP,824,ITEM_GOLD_BOTTLE_CAP
797,ITEM_Z_RING,825,ITEM_Z_RING
798,ITEM_DECIDIUM_Z_HELD,826,ITEM_DECIDIUM_Z_HELD
799,ITEM_INCINIUM_Z_HELD,827,ITEM_INCINIUM_Z_HELD
800,ITEM_PRIMARIUM_Z_HELD,828,ITEM_PRIMARIUM_Z_HELD
801,ITEM_TAPUNIUM_Z_HELD,829,ITEM_TAPUNIUM_Z_HELD
802,ITEM_MARSHADIUM_Z_HELD,830,ITEM_MARSHADIUM_Z_HELD
803,ITEM_ALORAICHIUM_Z_HELD,831,ITEM_ALORAICHIUM_Z_HELD
804,ITEM_SNORLIUM_Z_HELD,832,ITEM_SNORLIUM_Z_HELD
805,ITEM_EEVIUM_Z_HELD,833,ITEM_EEVIUM_Z_HELD
806,ITEM_MEWNIUM_Z_HELD,834,ITEM_MEWNIUM_Z_HELD
807,ITEM_NORMALIUM_Z_BAG,835,ITEM_NORMALIUM_Z_BAG
808,ITEM_FIRIUM_Z_BAG,836,ITEM_FIRIUM_Z_BAG
809,ITEM_WATERIUM_Z_BAG,837,ITEM_WATERIUM_Z_BAG
810,ITEM_ELECTRIUM_Z_BAG,838,ITEM_ELECTRIUM_Z_BAG
811,ITEM_GRASSIUM_Z_BAG,839,ITEM_GRASSIUM_Z_BAG
812,ITEM_ICIUM_Z_BAG,840,ITEM_ICIUM_Z_BAG
813,ITEM_FIGHTINIUM_Z_BAG,841,ITEM_FIGHTINIUM_Z_BAG
814,ITEM_POISONIUM_Z_BAG,842,ITEM_POISONIUM_Z_BAG
815,ITEM_GROUNDIUM_Z_BAG,843,ITEM_GROUNDIUM_Z_BAG
816,ITEM_FLYINIUM_Z_BAG,844,ITEM_FLYINIUM_Z_BAG
817,ITEM_PSYCHIUM_Z_BAG,845,ITEM_PSYCHIUM_Z_BAG
818,ITEM_BUGINIUM_Z_BAG,846,ITEM_BUGINIUM_Z_BAG
819,ITEM_ROCKIUM_Z_BAG,847,ITEM_ROCKIUM_Z_BAG
820,ITEM_GHOSTIUM_Z_BAG,848,ITEM_GHOSTIUM_Z_BAG
821,ITEM_DRAGONIUM_Z_BAG,849,ITEM_DRAGONIUM_Z_BAG
822,ITEM_DARKINIUM_Z_BAG,850,ITEM_DARKINIUM_Z_BAG
823,ITEM_STEELIUM_Z_BAG,851,ITEM_STEELIUM_Z_BAG
824,ITEM_FAIRIUM_Z_BAG,852,ITEM_FAIRIUM_Z_BAG
825,ITEM_PIKANIUM_Z_BAG,853,ITEM_PIKANIUM_Z_BAG
826,ITEM_DECIDIUM_Z_BAG,854,ITEM_DECIDIUM_Z_BAG
827,ITEM_INCINIUM_Z_BAG,855,ITEM_INCINIUM_Z_BAG
828,ITEM_PRIMARIUM_Z_BAG,856,ITEM_PRIMARIUM_Z_BAG
829,ITEM_TAPUNIUM_Z_BAG,857,ITEM_TAPUNIUM_Z_BAG
830,ITEM_MARSHADIUM_Z_BAG,858,ITEM_MARSHADIUM_Z_BAG
831,ITEM_ALORAICHIUM_Z_BAG,859,ITEM_ALORAICHIUM_Z_BAG
832,ITEM_SNORLIUM_Z_BAG,860,ITEM_SNORLIUM_Z_BAG
833,ITEM_EEVIUM_Z_BAG,861,ITEM_EEVIUM_Z_BAG
834,ITEM_MEWNIUM_Z_BAG,862,ITEM_MEWNIUM_Z_BAG
835,ITEM_PIKASHUNIUM_Z_HELD,863,ITEM_PIKASHUNIUM_Z_HELD
836,ITEM_PIKASHUNIUM_Z_BAG,864,ITEM_PIKASHUNIUM_Z_BAG
837,ITEM_UNKNOWN_837,865,ITEM_UNKNOWN_837
838,ITEM_UNKNOWN_838,866,ITEM_UNKNOWN_838
839,ITEM_UNKNOWN_839,867,ITEM_UNKNOWN_839
840,ITEM_UNKNOWN_840,868,ITEM_UNKNOWN_840
841,ITEM_FORAGE_BAG,869,ITEM_FORAGE_BAG
842,ITEM_FISHING_ROD_SM,870,ITEM_FISHING_ROD_SM
