manifest	line	declaration	enabled	region	source_symbol	address	payload	conditions	resolved_address	newgold_definition	original_function	target_file	target_line	original_state	target_section	target_start	mapping	category	current_port_state	dependency	validation	map_line	notes
hooks	337	0008 ReleaseDoubleBattleWhenOnlyOneMon 02222CBC 1	False	0008	ReleaseDoubleBattleWhenOnlyOneMon	0x02222CBC	1	IMPLEMENT_WILD_DOUBLE_BATTLES	0x02222CBC	asm/other_hook.s:429	ov08_02222B8C	asm/overlay_08.s	13426	ASM	OVY_8	0x02222B8C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	77590	-
hooks	343	0012 Task_DistributeExp_capture_experience_hook 0224688A 0	True	0012	Task_DistributeExp_capture_experience_hook	0x0224688A	0	IMPLEMENT_CAPTURE_EXPERIENCE	0x0224688A	asm/battle/battle_hooks.s:211	Task_GetPokemon	src/battle/battle_command.c	6645	C	OVY_12	0x022465A8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81238	-
hooks	344	0012 DontFreeMemoryIfCatchExp 022463A0 0	True	0012	DontFreeMemoryIfCatchExp	0x022463A0	0	IMPLEMENT_CAPTURE_EXPERIENCE	0x022463A0	asm/battle/battle_hooks.s:257	Task_GetExp	src/battle/battle_command.c	5992	C	OVY_12	0x02245898	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81228	-
hooks	349	0012 CalculateBallShakes 02247228 2	True	0012	CalculateBallShakes	0x02247228	2		0x02247228	src/battle/battle_script_commands.c:3740	BattleSystem_CalculateBallShakes	src/battle/battle_command.c	7180	C	OVY_12	0x02247228	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81248	-
hooks	351	0012 DealWithCriticalCaptureShakes_hook 02246758 1	True	0012	DealWithCriticalCaptureShakes_hook	0x02246758	1	IMPLEMENT_CRITICAL_CAPTURE	0x02246758	asm/battle/battle_hooks.s:284	Task_GetPokemon	src/battle/battle_command.c	6645	C	OVY_12	0x022465A8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81238	-
hooks	352	0007 LoadCaptureSuccessSPA 0223261C 1	True	0007	LoadCaptureSuccessSPA	0x0223261C	1	IMPLEMENT_CRITICAL_CAPTURE	0x0223261C	src/battle/battle_script_commands.c:3804	ov07_0223261C	asm/overlay_07.s	46259	ASM	OVY_7	0x0223261C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	74991	-
hooks	353	0007 LoadCaptureSuccessSPAStarEmitter 02232644 1	True	0007	LoadCaptureSuccessSPAStarEmitter	0x02232644	1	IMPLEMENT_CRITICAL_CAPTURE	0x02232644	src/battle/battle_script_commands.c:3821	ov07_02232644	asm/overlay_07.s	46285	ASM	OVY_7	0x02232644	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	74999	-
hooks	354	0007 LoadCaptureSuccessSPANumEmitters 02232630 1	True	0007	LoadCaptureSuccessSPANumEmitters	0x02232630	1	IMPLEMENT_CRITICAL_CAPTURE	0x02232630	src/battle/battle_script_commands.c:3838	ov07_02232630	asm/overlay_07.s	46272	ASM	OVY_7	0x02232630	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	74995	-
hooks	358	0012 ShouldUseNormalTypeEffCalc 02251C74	True	0012	ShouldUseNormalTypeEffCalc	0x02251C74			0x02251C74	src/battle/other_battle_calculators.c:1959;src/battle/other_battle_calculators.c:1967;src/battle/other_battle_calculators.c:1973;src/battle/other_battle_calculators.c:1979;src/battle/other_battle_calculators.c:1990;src/battle/other_battle_calculators.c:1998;src/battle/other_battle_calculators.c:2004;src/battle/other_battle_calculators.c:2010;src/battle/other_battle_calculators.c:2125;src/battle/other_battle_calculators.c:2136;src/battle/other_battle_calculators.c:2145;src/battle/other_battle_calculators.c:2154;src/battle/other_battle_calculators.c:4748	ov12_02251C74	src/battle/overlay_12_0224E4FC.c	2199	C	OVY_12	0x02251C74	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81637	-
hooks	359	0012 ServerDoTypeCalcMod 02251D28	True	0012	ServerDoTypeCalcMod	0x02251D28			0x02251D28	src/battle/other_battle_calculators.c:2059	ov12_02251D28	src/battle/overlay_12_0224E4FC.c	2228	C	OVY_12	0x02251D28	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81640	-
hooks	360	0012 AITypeCalc 02252054	True	0012	AITypeCalc	0x02252054			0x02252054	src/battle/ai.c:32	ov12_02252054	src/battle/overlay_12_0224E4FC.c	2331	C	OVY_12	0x02252054	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81643	-
hooks	361	0012 GrabMoveTypeForConversion2 0224DD7C 2	True	0012	GrabMoveTypeForConversion2	0x0224DD7C	2		0x0224DD7C	asm/battle/battle_hooks.s:322	ov12_0224DD74	src/battle/battle_controller_player.c	3705	C	OVY_12	0x0224DD74	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81505	-
hooks	364	0112 GrabPokewalkerMonSpriteIndex 021E9480 3	True	0112	GrabPokewalkerMonSpriteIndex	0x021E9480	3		0x021E9480	src/field/pokewalker.c:142	ov112_021E9480	asm/overlay_112.s	7136	ASM	OVY_112	0x021E9480	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	201057	-
hooks	370	arm9 Summary_IVEV 02088B60 1	True	arm9	Summary_IVEV	0x02088B60	1	IMPLEMENT_NEW_EV_IV_VIEWER	0x02088B60	asm/other_hook.s:496	sub_02088B40	asm/unk_02088288.s	1037	ASM	main	0x02088B40	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	40266	-
hooks	371	arm9 Summary_Entry_Hook 0208D2C4 1	True	arm9	Summary_Entry_Hook	0x0208D2C4	1	IMPLEMENT_NEW_EV_IV_VIEWER	0x0208D2C4	asm/other_hook.s:481	sub_0208D178	asm/unk_0208C3E4.s	1683	ASM	main	0x0208D178	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	41562	-
hooks	376	arm9 CanUseItemOnMonInParty_hook 020902BC 5	True	arm9	CanUseItemOnMonInParty_hook	0x020902BC	5		0x020902BC	asm/general_hooks.s:96	CanUseItemOnMonInParty	src/use_item_on_mon.c	219	C	main	0x020902B8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	42184	-
hooks	379	0012 ImplementLevelCap_hook 02245A28 3	True	0012	ImplementLevelCap_hook	0x02245A28	3	IMPLEMENT_LEVEL_CAP	0x02245A28	asm/general_hooks.s:21	Task_GetExp	src/battle/battle_command.c	5992	C	OVY_12	0x02245898	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81228	-
hooks	380	arm9 Pokemon_TryLevelUp 02070DB4 1	True	arm9	Pokemon_TryLevelUp	0x02070DB4	1	IMPLEMENT_LEVEL_CAP	0x02070DB4	src/pokemon.c:1889	Pokemon_TryLevelUp	src/pokemon.c	2762	C	main	0x02070DB4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36751	-
hooks	381	arm9 CapRareCandies 0208FEEA 1	True	arm9	CapRareCandies	0x0208FEEA	1	IMPLEMENT_LEVEL_CAP	0x0208FEEA	asm/general_hooks.s:43	CanUseItemOnPokemon	src/use_item_on_mon.c	14	C	main	0x0208FD9C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	42182	-
hooks	386	0012 ServerFieldConditionCheck 022494DC 2	True	0012	ServerFieldConditionCheck	0x022494DC	2		0x022494DC	src/battle/weather.c:8;src/individual/ServerFieldConditionCheck.c:112	BattleControllerPlayer_UpdateFieldCondition	src/battle/battle_controller_player.c	822	C	OVY_12	0x022494DC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81347	-
hooks	389	0018 FormatDexNumberAnimationDigits 021E6A98 3	True	0018	FormatDexNumberAnimationDigits	0x021E6A98	3		0x021E6A98	src/pokedex/pokedex.c:25	PokedexApp_3DigitNumToTiles	src/application/pokedex/ov18_021E5C40.c	1044	C	OVY_18	0x021E6A98	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	98258	-
hooks	392	0012 GrabClientFromBattleScriptParam 0224768C 3	True	0012	GrabClientFromBattleScriptParam	0x0224768C	3		0x0224768C	src/battle/battle_script_commands.c:673	BattleSystem_GetBattlerIDBySide	src/battle/battle_command.c	7381	C	OVY_12	0x0224768C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81255	-
hooks	393	0012 read_battle_script_param 022454E8 1	True	0012	read_battle_script_param	0x022454E8	1		0x022454E8	src/battle/battle_script_commands.c:611	BattleScriptReadWord	src/battle/battle_command.c	108	C	OVY_12	0x022454E8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81215	-
hooks	394	0012 LoadBattleSubSeqScript 0224EB9C 3	True	0012	LoadBattleSubSeqScript	0x0224EB9C	3		0x0224EB9C	src/battle/battle_script_commands.c:628	ReadBattleScriptFromNarc	src/battle/overlay_12_0224E4FC.c	179	C	OVY_12	0x0224EB9C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81538	-
hooks	395	0012 PushAndLoadBattleScript 0224EBDC 3	True	0012	PushAndLoadBattleScript	0x0224EBDC	3		0x0224EBDC	src/battle/battle_script_commands.c:648	ov12_0224EBDC	src/battle/overlay_12_0224E4FC.c	188	C	OVY_12	0x0224EBDC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81540	-
hooks	397	0012 ServerInit 02248660 1	True	0012	ServerInit	0x02248660	1		0x02248660	src/battle/battle_start.c:36	BattleContext_New	src/battle/battle_controller_player.c	146	C	OVY_12	0x02248660	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81308	-
hooks	399	0012 CantEscape 02252980	True	0012	CantEscape	0x02252980			0x02252980	src/battle/other_battle_calculators.c:2231	CantEscape	src/battle/overlay_12_0224E4FC.c	2716	C	OVY_12	0x02252980	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81697	-
hooks	400	0012 BattlerCantSwitch 02255920 3	True	0012	BattlerCantSwitch	0x02255920	3		0x02255920	src/battle/other_battle_calculators.c:2321	BattlerCanSwitch	src/battle/overlay_12_0224E4FC.c	4629	C	OVY_12	0x02255920	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81807	-
hooks	401	0012 BattleTryRun 02252B68 3	True	0012	BattleTryRun	0x02252B68	3		0x02252B68	src/battle/other_battle_calculators.c:2361	BattleTryRun	src/battle/overlay_12_0224E4FC.c	2794	C	OVY_12	0x02252B68	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81700	-
hooks	402	0012 CheckSubstitute 02256838 2	True	0012	CheckSubstitute	0x02256838	2		0x02256838	src/battle/ability.c:474;src/battle/other_battle_calculators.c:3137;src/battle/other_battle_calculators.c:3147;src/battle/other_battle_calculators.c:3158;src/battle/other_battle_calculators.c:3167;src/battle/other_battle_calculators.c:4459;src/individual/CalcBaseDamage.c:295;src/individual/CalcBaseDamage.c:306;src/individual/CheckDefenderItemEffectOnHit.c:32;src/individual/MoveHitDefenderAbilityCheck.c:33;src/individual/ServerDoPostMoveEffects.c:1033;src/individual/ServerDoPostMoveEffects.c:1084;src/individual/ServerDoPostMoveEffects.c:1221;src/individual/ServerDoPostMoveEffects.c:1232;src/individual/ServerDoPostMoveEffects.c:1244;src/individual/ServerDoPostMoveEffects.c:1335;src/individual/ServerDoPostMoveEffects.c:1577;src/individual/ServerDoPostMoveEffects.c:1806;src/individual/ServerDoPostMoveEffects.c:1904;src/individual/ServerDoPostMoveEffects.c:1999;src/individual/ServerDoPostMoveEffects.c:2033;src/individual/ServerDoPostMoveEffects.c:2222;src/individual/ServerDoPostMoveEffects.c:2634	BattlerCheckSubstitute	src/battle/overlay_12_0224E4FC.c	1291	C	OVY_12	0x02256838	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	81835	-
hooks	404	arm9 ModifyStatByNature 0206FE3C 3	True	arm9	ModifyStatByNature	0x0206FE3C	3		0x0206FE3C	src/summary.c:190	ModifyStatByNature	src/pokemon.c	1991	C	main	0x0206FE3C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	36673	-
hooks	407	0012 target_select_inject_illusion_icon 02267CDC 0	True	0012	target_select_inject_illusion_icon	0x02267CDC	0		0x02267CDC	asm/battle/battle_hooks.s:336	BattleInput_CreateTargetMenuObjects	src/battle/battle_input.c	2234	C	OVY_12	0x02267C24	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	85211	-
hooks	412	arm9 SaveData_New 020271B0 0	True	arm9	SaveData_New	0x020271B0	0	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020271B0	src/save.c:128	SaveData_New	src/save.c	68	C	main	0x020271B0	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19311	-
hooks	413	arm9 SaveArray_Get 020272C8 2	True	arm9	SaveArray_Get	0x020272C8	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020272C8	src/save.c:184	SaveArray_Get	src/save.c	128	C	main	0x020272C8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19317	-
hooks	414	arm9 Save_DeleteAllData 020272F4 1	True	arm9	Save_DeleteAllData	0x020272F4	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020272F4	src/save.c:190	Save_DeleteAllData	src/save.c	137	C	main	0x020272F4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19323	-
hooks	415	arm9 SaveGameNormal 020273F0 1	True	arm9	SaveGameNormal	0x020273F0	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020273F0	src/save.c:213	SaveGameNormal	src/save.c	176	C	main	0x020273F0	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19328	-
hooks	416	arm9 Save_NowWriteFile_AfterMGInit 0202746C 2	True	arm9	Save_NowWriteFile_AfterMGInit	0x0202746C	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x0202746C	src/save.c:236	Save_NowWriteFile_AfterMGInit	src/save.c	198	C	main	0x0202746C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19330	-
hooks	417	arm9 Save_InitDynamicRegion 020274A8 1	True	arm9	Save_InitDynamicRegion	0x020274A8	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020274A8	src/save.c:250	Save_InitDynamicRegion	src/save.c	211	C	main	0x020274A8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19333	-
hooks	418	arm9 Save_PrepareForAsyncWrite 02027550 2	True	arm9	Save_PrepareForAsyncWrite	0x02027550	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027550	src/save.c:258	Save_PrepareForAsyncWrite	src/save.c	264	C	main	0x02027550	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19359	-
hooks	419	arm9 Save_WriteFileAsync 02027564 1	True	arm9	Save_WriteFileAsync	0x02027564	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027564	src/save.c:263	Save_WriteFileAsync	src/save.c	268	C	main	0x02027564	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19362	-
hooks	420	arm9 Save_Cancel 020275A4 1	True	arm9	Save_Cancel	0x020275A4	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020275A4	src/save.c:278	Save_Cancel	src/save.c	282	C	main	0x020275A4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19365	-
hooks	421	arm9 GetSaveSectorFooterPtr 020275F4 3	True	arm9	GetSaveSectorFooterPtr	0x020275F4	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020275F4	src/save.c:283	GetSaveSectorFooterPtr	src/save.c	319	C	main	0x020275F4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19382	-
hooks	422	arm9 ValidateSaveSectorFooter 0202761C 3	True	arm9	ValidateSaveSectorFooter	0x0202761C	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x0202761C	src/save.c:294;src/save.c:365	ValidateSaveSectorFooter	src/save.c	329	C	main	0x0202761C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19385	-
hooks	423	arm9 SaveSlot_BuildFooter 020276C0 3	True	arm9	SaveSlot_BuildFooter	0x020276C0	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020276C0	src/save.c:316	SaveSlot_BuildFooter	src/save.c	362	C	main	0x020276C0	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19390	-
hooks	424	arm9 Save_RecordWhichLatestGoodSector 020277BC	True	arm9	Save_RecordWhichLatestGoodSector	0x020277BC		ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x020277BC	src/save.c:336	Save_RecordWhichLatestGoodSector	src/save.c	423	C	main	0x020277BC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19397	-
hooks	425	arm9 Save_LoadDynamicRegion 02027AD4 1	True	arm9	Save_LoadDynamicRegion	0x02027AD4	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027AD4	src/save.c:351	Save_LoadDynamicRegion	src/save.c	166	C	main	0x02027AD4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19407	-
hooks	426	arm9 Save_WriteSlotAsync 02027B74 3	True	arm9	Save_WriteSlotAsync	0x02027B74	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027B74	src/save.c:381	Save_WriteSlotAsync	src/save.c	596	C	main	0x02027B74	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19410	-
hooks	427	arm9 Save_WriteChunkFooterAsync 02027BAC 3	True	arm9	Save_WriteChunkFooterAsync	0x02027BAC	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027BAC	src/save.c:390	Save_WriteChunkFooterAsync	src/save.c	604	C	main	0x02027BAC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19413	-
hooks	428	arm9 Save_WriteManInit 02027BDC 3	True	arm9	Save_WriteManInit	0x02027BDC	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027BDC	src/save.c:400	Save_WriteManInit	src/save.c	613	C	main	0x02027BDC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19416	-
hooks	429	arm9 Save_WriteManFinish 02027CEC 3	True	arm9	Save_WriteManFinish	0x02027CEC	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027CEC	src/save.c:420	Save_WriteManFinish	src/save.c	674	C	main	0x02027CEC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19422	-
hooks	431	arm9 SaveData_InitSlotSpecs 02027EFC 2	True	arm9	SaveData_InitSlotSpecs	0x02027EFC	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02027EFC	src/save.c:470	SaveData_InitSlotSpecs	src/save.c	770	C	main	0x02027EFC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19439	-
hooks	433	arm9 HandleWriteSaveAsync_PCBoxes 02028968 2	True	arm9	HandleWriteSaveAsync_PCBoxes	0x02028968	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028968	src/save.c:500	HandleWriteSaveAsync_PCBoxes	src/save.c	1213	C	main	0x02028968	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19496	-
hooks	434	arm9 Save_WritePCBoxes 02028AB4 2	True	arm9	Save_WritePCBoxes	0x02028AB4	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028AB4	src/save.c:563	Save_WritePCBoxes	src/save.c	1274	C	main	0x02028AB4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19499	-
hooks	435	arm9 Save_WriteNextPCBox 02028BA8 3	True	arm9	Save_WriteNextPCBox	0x02028BA8	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028BA8	src/save.c:609	Save_WriteNextPCBox	src/save.c	1319	C	main	0x02028BA8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19502	-
hooks	436	arm9 Save_WritePCFooter 02028BF8 3	True	arm9	Save_WritePCFooter	0x02028BF8	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028BF8	src/save.c:622	Save_WritePCFooter	src/save.c	1331	C	main	0x02028BF8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19504	-
hooks	437	arm9 Save_CalcPCBoxModifiedFlags 02028C70 1	True	arm9	Save_CalcPCBoxModifiedFlags	0x02028C70	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028C70	src/save.c:647	Save_CalcPCBoxModifiedFlags	src/save.c	1354	C	main	0x02028C70	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19507	-
hooks	438	arm9 PCModifiedFlags_CountModifiedBoxes 02028C9C 1	True	arm9	PCModifiedFlags_CountModifiedBoxes	0x02028C9C	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028C9C	src/save.c:659	PCModifiedFlags_CountModifiedBoxes	src/save.c	1365	C	main	0x02028C9C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19510	-
hooks	439	arm9 PCModifiedFlags_GetIndexOfNthModifiedBox 02028CD4 2	True	arm9	PCModifiedFlags_GetIndexOfNthModifiedBox	0x02028CD4	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02028CD4	src/save.c:677	PCModifiedFlags_GetIndexOfNthModifiedBox	src/save.c	1381	C	main	0x02028CD4	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	19513	-
hooks	443	arm9 PCStorage_sizeof 02073B20 0	True	arm9	PCStorage_sizeof	0x02073B20	0	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073B20	src/pokemon_storage_system.c:16	PCStorage_sizeof	src/pokemon_storage_system.c	19	C	main	0x02073B20	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37029	-
hooks	444	arm9 PCStorage_InitializeBoxes 02073B28 1	True	arm9	PCStorage_InitializeBoxes	0x02073B28	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073B28	src/pokemon_storage_system.c:21	PCStorage_InitializeBoxes	src/pokemon_storage_system.c	23	C	main	0x02073B28	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37032	-
hooks	445	arm9 PCStorage_PlaceMonInFirstEmptySlotInAnyBox 02073BB8 2	True	arm9	PCStorage_PlaceMonInFirstEmptySlotInAnyBox	0x02073BB8	2	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073BB8	src/pokemon_storage_system.c:67	PCStorage_PlaceMonInFirstEmptySlotInAnyBox	src/pokemon_storage_system.c	54	C	main	0x02073BB8	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37034	-
hooks	446	arm9 PCStorage_PlaceMonInBoxFirstEmptySlot 02073BFC 3	True	arm9	PCStorage_PlaceMonInBoxFirstEmptySlot	0x02073BFC	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073BFC	src/pokemon_storage_system.c:72;src/pokemon_storage_system.c:84	PCStorage_PlaceMonInBoxFirstEmptySlot	src/pokemon_storage_system.c	58	C	main	0x02073BFC	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37036	-
hooks	447	arm9 PCStorage_PlaceMonInBoxByIndexPair 02073C6C	True	arm9	PCStorage_PlaceMonInBoxByIndexPair	0x02073C6C		ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073C6C	src/pokemon_storage_system.c:104	PCStorage_PlaceMonInBoxByIndexPair	src/pokemon_storage_system.c	86	C	main	0x02073C6C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37038	-
hooks	448	arm9 PCStorage_SwapMonsInBoxByIndexPair 02073CC0	True	arm9	PCStorage_SwapMonsInBoxByIndexPair	0x02073CC0		ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073CC0	src/pokemon_storage_system.c:123	PCStorage_SwapMonsInBoxByIndexPair	src/pokemon_storage_system.c	100	C	main	0x02073CC0	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37040	-
hooks	449	arm9 PCStorage_DeleteBoxMonByIndexPair 02073D10 3	True	arm9	PCStorage_DeleteBoxMonByIndexPair	0x02073D10	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073D10	src/pokemon_storage_system.c:140	PCStorage_DeleteBoxMonByIndexPair	src/pokemon_storage_system.c	109	C	main	0x02073D10	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37042	-
hooks	450	arm9 PCStorage_GetActiveBox 02073D4C 1	True	arm9	PCStorage_GetActiveBox	0x02073D4C	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073D4C	src/pokemon_storage_system.c:154	PCStorage_GetActiveBox	src/pokemon_storage_system.c	122	C	main	0x02073D4C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37044	-
hooks	451	arm9 PCStorage_FindFirstBoxWithEmptySlot 02073D54 1	True	arm9	PCStorage_FindFirstBoxWithEmptySlot	0x02073D54	1	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073D54	src/pokemon_storage_system.c:159	PCStorage_FindFirstBoxWithEmptySlot	src/pokemon_storage_system.c	126	C	main	0x02073D54	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37046	-
hooks	452	arm9 PCStorage_FindFirstEmptySlot 02073D9C 3	True	arm9	PCStorage_FindFirstEmptySlot	0x02073D9C	3	ALLOW_SAVE_CHANGES && EXPAND_PC_BOXES	0x02073D9C	src/pokemon_storage_system.c:178	PCStorage_FindFirstEmptySlot	src/pokemon_storage_system.c	144	C	main	0x02073D9C	SYMBOL RANGE	executable logic	MAPPED	Feature-level semantic/dependency analysis required	NOT RUN	37048	-
